REGION,SUBREGION,COUNTRY,ORGCD,YEAR,NATIO_ISO,Count
Not identified,Not identified,Not identified,UN,2018,NA,16
Not identified,Not identified,Not identified,UN,2019,NA,15
Africa,Northern Africa,Algeria,CTBTO,2018,DZA,2
Africa,Northern Africa,Algeria,CTBTO,2019,DZA,2
Africa,Northern Africa,Algeria,FAO,2018,DZA,10
Africa,Northern Africa,Algeria,FAO,2019,DZA,10
Africa,Northern Africa,Algeria,IAEA,2018,DZA,7
Africa,Northern Africa,Algeria,IAEA,2019,DZA,7
Africa,Northern Africa,Algeria,ICAO,2018,DZA,1
Africa,Northern Africa,Algeria,ICAO,2019,DZA,1
Africa,Northern Africa,Algeria,ICJ,2019,DZA,1
Africa,Northern Africa,Algeria,ICSC,2019,DZA,1
Africa,Northern Africa,Algeria,IFAD,2018,DZA,3
Africa,Northern Africa,Algeria,IFAD,2019,DZA,3
Africa,Northern Africa,Algeria,ILO,2018,DZA,21
Africa,Northern Africa,Algeria,ILO,2019,DZA,23
Africa,Northern Africa,Algeria,IMO,2018,DZA,2
Africa,Northern Africa,Algeria,IMO,2019,DZA,1
Africa,Northern Africa,Algeria,IOM,2018,DZA,4
Africa,Northern Africa,Algeria,IOM,2019,DZA,5
Africa,Northern Africa,Algeria,ITCILO,2018,DZA,2
Africa,Northern Africa,Algeria,ITCILO,2019,DZA,2
Africa,Northern Africa,Algeria,ITU,2018,DZA,7
Africa,Northern Africa,Algeria,ITU,2019,DZA,7
Africa,Northern Africa,Algeria,UN,2018,DZA,53
Africa,Northern Africa,Algeria,UN,2019,DZA,63
Africa,Northern Africa,Algeria,UN WOMEN,2018,DZA,3
Africa,Northern Africa,Algeria,UN WOMEN,2019,DZA,3
Africa,Northern Africa,Algeria,UNAIDS,2018,DZA,4
Africa,Northern Africa,Algeria,UNAIDS,2019,DZA,4
Africa,Northern Africa,Algeria,UNDP,2018,DZA,25
Africa,Northern Africa,Algeria,UNDP,2019,DZA,25
Africa,Northern Africa,Algeria,UNESCO,2018,DZA,20
Africa,Northern Africa,Algeria,UNESCO,2019,DZA,22
Africa,Northern Africa,Algeria,UNFPA,2018,DZA,8
Africa,Northern Africa,Algeria,UNFPA,2019,DZA,7
Africa,Northern Africa,Algeria,UNHCR,2018,DZA,60
Africa,Northern Africa,Algeria,UNHCR,2019,DZA,61
Africa,Northern Africa,Algeria,UNICEF,2018,DZA,28
Africa,Northern Africa,Algeria,UNICEF,2019,DZA,30
Africa,Northern Africa,Algeria,UNIDO,2018,DZA,6
Africa,Northern Africa,Algeria,UNIDO,2019,DZA,5
Africa,Northern Africa,Algeria,UNOPS,2018,DZA,4
Africa,Northern Africa,Algeria,UNOPS,2019,DZA,4
Africa,Northern Africa,Algeria,UNWTO,2018,DZA,1
Africa,Northern Africa,Algeria,UNWTO,2019,DZA,1
Africa,Northern Africa,Algeria,UPU,2018,DZA,2
Africa,Northern Africa,Algeria,UPU,2019,DZA,3
Africa,Northern Africa,Algeria,WFP,2018,DZA,25
Africa,Northern Africa,Algeria,WFP,2019,DZA,24
Africa,Northern Africa,Algeria,WHO,2018,DZA,24
Africa,Northern Africa,Algeria,WHO,2019,DZA,27
Africa,Northern Africa,Algeria,WIPO,2018,DZA,9
Africa,Northern Africa,Algeria,WIPO,2019,DZA,8
Africa,Northern Africa,Egypt,CTBTO,2018,EGY,1
Africa,Northern Africa,Egypt,FAO,2018,EGY,41
Africa,Northern Africa,Egypt,FAO,2019,EGY,40
Africa,Northern Africa,Egypt,IAEA,2018,EGY,15
Africa,Northern Africa,Egypt,IAEA,2019,EGY,16
Africa,Northern Africa,Egypt,ICAO,2018,EGY,20
Africa,Northern Africa,Egypt,ICAO,2019,EGY,18
Africa,Northern Africa,Egypt,ICC,2018,EGY,1
Africa,Northern Africa,Egypt,IFAD,2018,EGY,6
Africa,Northern Africa,Egypt,IFAD,2019,EGY,9
Africa,Northern Africa,Egypt,ILO,2018,EGY,46
Africa,Northern Africa,Egypt,ILO,2019,EGY,67
Africa,Northern Africa,Egypt,IMO,2018,EGY,3
Africa,Northern Africa,Egypt,IMO,2019,EGY,3
Africa,Northern Africa,Egypt,IOM,2018,EGY,100
Africa,Northern Africa,Egypt,IOM,2019,EGY,132
Africa,Northern Africa,Egypt,ITCILO,2018,EGY,2
Africa,Northern Africa,Egypt,ITCILO,2019,EGY,2
Africa,Northern Africa,Egypt,ITU,2018,EGY,16
Africa,Northern Africa,Egypt,ITU,2019,EGY,14
Africa,Northern Africa,Egypt,UN,2018,EGY,216
Africa,Northern Africa,Egypt,UN,2019,EGY,253
Africa,Northern Africa,Egypt,UN WOMEN,2018,EGY,27
Africa,Northern Africa,Egypt,UN WOMEN,2019,EGY,24
Africa,Northern Africa,Egypt,UNAIDS,2018,EGY,7
Africa,Northern Africa,Egypt,UNAIDS,2019,EGY,7
Africa,Northern Africa,Egypt,UNDP,2018,EGY,65
Africa,Northern Africa,Egypt,UNDP,2019,EGY,65
Africa,Northern Africa,Egypt,UNESCO,2018,EGY,15
Africa,Northern Africa,Egypt,UNESCO,2019,EGY,14
Africa,Northern Africa,Egypt,UNFCC,2018,EGY,2
Africa,Northern Africa,Egypt,UNFCCC,2019,EGY,1
Africa,Northern Africa,Egypt,UNFPA,2018,EGY,42
Africa,Northern Africa,Egypt,UNFPA,2019,EGY,48
Africa,Northern Africa,Egypt,UNHCR,2018,EGY,122
Africa,Northern Africa,Egypt,UNHCR,2019,EGY,140
Africa,Northern Africa,Egypt,UNICEF,2018,EGY,87
Africa,Northern Africa,Egypt,UNICEF,2019,EGY,93
Africa,Northern Africa,Egypt,UNIDO,2018,EGY,7
Africa,Northern Africa,Egypt,UNIDO,2019,EGY,7
Africa,Northern Africa,Egypt,UNJSPF,2018,EGY,1
Africa,Northern Africa,Egypt,UNJSPF,2019,EGY,1
Africa,Northern Africa,Egypt,UNOPS,2018,EGY,3
Africa,Northern Africa,Egypt,UNOPS,2019,EGY,3
Africa,Northern Africa,Egypt,UNRWA,2018,EGY,2
Africa,Northern Africa,Egypt,UNRWA,2019,EGY,3
Africa,Northern Africa,Egypt,UPU,2018,EGY,2
Africa,Northern Africa,Egypt,UPU,2019,EGY,2
Africa,Northern Africa,Egypt,WFP,2018,EGY,78
Africa,Northern Africa,Egypt,WFP,2019,EGY,85
Africa,Northern Africa,Egypt,WHO,2018,EGY,347
Africa,Northern Africa,Egypt,WHO,2019,EGY,364
Africa,Northern Africa,Egypt,WIPO,2018,EGY,8
Africa,Northern Africa,Egypt,WIPO,2019,EGY,8
Africa,Northern Africa,Egypt,WMO,2018,EGY,3
Africa,Northern Africa,Egypt,WMO,2019,EGY,2
Africa,Northern Africa,Libyan Arab Jamahiriya,FAO,2019,LBY,2
Africa,Northern Africa,Libyan Arab Jamahiriya,IAEA,2018,LBY,1
Africa,Northern Africa,Libyan Arab Jamahiriya,IAEA,2019,LBY,1
Africa,Northern Africa,Libyan Arab Jamahiriya,IOM,2018,LBY,3
Africa,Northern Africa,Libyan Arab Jamahiriya,IOM,2019,LBY,5
Africa,Northern Africa,Libyan Arab Jamahiriya,UN,2018,LBY,47
Africa,Northern Africa,Libyan Arab Jamahiriya,UN,2019,LBY,62
Africa,Northern Africa,Libyan Arab Jamahiriya,UN WOMEN,2018,LBY,1
Africa,Northern Africa,Libyan Arab Jamahiriya,UN WOMEN,2019,LBY,1
Africa,Northern Africa,Libyan Arab Jamahiriya,UNDP,2018,LBY,7
Africa,Northern Africa,Libyan Arab Jamahiriya,UNDP,2019,LBY,11
Africa,Northern Africa,Libyan Arab Jamahiriya,UNESCO,2018,LBY,2
Africa,Northern Africa,Libyan Arab Jamahiriya,UNESCO,2019,LBY,3
Africa,Northern Africa,Libyan Arab Jamahiriya,UNFPA,2018,LBY,1
Africa,Northern Africa,Libyan Arab Jamahiriya,UNFPA,2019,LBY,9
Africa,Northern Africa,Libyan Arab Jamahiriya,UNHCR,2018,LBY,36
Africa,Northern Africa,Libyan Arab Jamahiriya,UNHCR,2019,LBY,64
Africa,Northern Africa,Libyan Arab Jamahiriya,UNICEF,2018,LBY,22
Africa,Northern Africa,Libyan Arab Jamahiriya,UNICEF,2019,LBY,30
Africa,Northern Africa,Libyan Arab Jamahiriya,WHO,2018,LBY,10
Africa,Northern Africa,Libyan Arab Jamahiriya,WHO,2019,LBY,14
Africa,Northern Africa,Libyan Arab Jamahiriya,WIPO,2018,LBY,2
Africa,Northern Africa,Libyan Arab Jamahiriya,WIPO,2019,LBY,2
Africa,Northern Africa,Morocco,FAO,2018,MAR,21
Africa,Northern Africa,Morocco,FAO,2019,MAR,19
Africa,Northern Africa,Morocco,IAEA,2018,MAR,9
Africa,Northern Africa,Morocco,IAEA,2019,MAR,10
Africa,Northern Africa,Morocco,ICAO,2018,MAR,2
Africa,Northern Africa,Morocco,ICAO,2019,MAR,2
Africa,Northern Africa,Morocco,ICC,2018,MAR,1
Africa,Northern Africa,Morocco,IFAD,2018,MAR,5
Africa,Northern Africa,Morocco,IFAD,2019,MAR,3
Africa,Northern Africa,Morocco,ILO,2018,MAR,8
Africa,Northern Africa,Morocco,ILO,2019,MAR,9
Africa,Northern Africa,Morocco,IMO,2018,MAR,1
Africa,Northern Africa,Morocco,IMO,2019,MAR,1
Africa,Northern Africa,Morocco,IOM,2018,MAR,6
Africa,Northern Africa,Morocco,IOM,2019,MAR,25
Africa,Northern Africa,Morocco,ITC,2018,MAR,3
Africa,Northern Africa,Morocco,ITC,2019,MAR,3
Africa,Northern Africa,Morocco,ITCILO,2018,MAR,1
Africa,Northern Africa,Morocco,ITCILO,2019,MAR,1
Africa,Northern Africa,Morocco,ITU,2018,MAR,8
Africa,Northern Africa,Morocco,ITU,2019,MAR,8
Africa,Northern Africa,Morocco,UN,2018,MAR,309
Africa,Northern Africa,Morocco,UN,2019,MAR,320
Africa,Northern Africa,Morocco,UN WOMEN,2018,MAR,13
Africa,Northern Africa,Morocco,UN WOMEN,2019,MAR,12
Africa,Northern Africa,Morocco,UNAIDS,2018,MAR,5
Africa,Northern Africa,Morocco,UNAIDS,2019,MAR,5
Africa,Northern Africa,Morocco,UNDP,2018,MAR,31
Africa,Northern Africa,Morocco,UNDP,2019,MAR,31
Africa,Northern Africa,Morocco,UNESCO,2018,MAR,28
Africa,Northern Africa,Morocco,UNESCO,2019,MAR,28
Africa,Northern Africa,Morocco,UNFPA,2018,MAR,10
Africa,Northern Africa,Morocco,UNFPA,2019,MAR,14
Africa,Northern Africa,Morocco,UNHCR,2018,MAR,35
Africa,Northern Africa,Morocco,UNHCR,2019,MAR,37
Africa,Northern Africa,Morocco,UNICC,2019,MAR,1
Africa,Northern Africa,Morocco,UNICEF,2018,MAR,35
Africa,Northern Africa,Morocco,UNICEF,2019,MAR,35
Africa,Northern Africa,Morocco,UNIDO,2018,MAR,5
Africa,Northern Africa,Morocco,UNIDO,2019,MAR,5
Africa,Northern Africa,Morocco,UNJSPF,2019,MAR,1
Africa,Northern Africa,Morocco,UNOPS,2018,MAR,3
Africa,Northern Africa,Morocco,UNOPS,2019,MAR,2
Africa,Northern Africa,Morocco,UNWTO,2018,MAR,1
Africa,Northern Africa,Morocco,UNWTO,2019,MAR,1
Africa,Northern Africa,Morocco,UPU,2018,MAR,4
Africa,Northern Africa,Morocco,UPU,2019,MAR,4
Africa,Northern Africa,Morocco,WFP,2018,MAR,1
Africa,Northern Africa,Morocco,WFP,2019,MAR,2
Africa,Northern Africa,Morocco,WHO,2018,MAR,24
Africa,Northern Africa,Morocco,WHO,2019,MAR,27
Africa,Northern Africa,Morocco,WIPO,2018,MAR,12
Africa,Northern Africa,Morocco,WIPO,2019,MAR,13
Africa,Northern Africa,Morocco,WMO,2018,MAR,3
Africa,Northern Africa,Morocco,WMO,2019,MAR,3
Africa,Northern Africa,Sudan,FAO,2018,SDN,21
Africa,Northern Africa,Sudan,FAO,2019,SDN,21
Africa,Northern Africa,Sudan,IAEA,2018,SDN,7
Africa,Northern Africa,Sudan,IAEA,2019,SDN,7
Africa,Northern Africa,Sudan,ICAO,2018,SDN,2
Africa,Northern Africa,Sudan,ICAO,2019,SDN,2
Africa,Northern Africa,Sudan,IFAD,2018,SDN,4
Africa,Northern Africa,Sudan,IFAD,2019,SDN,4
Africa,Northern Africa,Sudan,ILO,2018,SDN,8
Africa,Northern Africa,Sudan,ILO,2019,SDN,6
Africa,Northern Africa,Sudan,IOM,2018,SDN,17
Africa,Northern Africa,Sudan,IOM,2019,SDN,34
Africa,Northern Africa,Sudan,ITU,2018,SDN,1
Africa,Northern Africa,Sudan,ITU,2019,SDN,1
Africa,Northern Africa,Sudan,UN,2018,SDN,1 990
Africa,Northern Africa,Sudan,UN,2019,SDN,1 238
Africa,Northern Africa,Sudan,UN WOMEN,2018,SDN,3
Africa,Northern Africa,Sudan,UN WOMEN,2019,SDN,4
Africa,Northern Africa,Sudan,UNAIDS,2018,SDN,7
Africa,Northern Africa,Sudan,UNAIDS,2019,SDN,7
Africa,Northern Africa,Sudan,UNDP,2018,SDN,145
Africa,Northern Africa,Sudan,UNDP,2019,SDN,126
Africa,Northern Africa,Sudan,UNESCO,2018,SDN,8
Africa,Northern Africa,Sudan,UNESCO,2019,SDN,9
Africa,Northern Africa,Sudan,UNFCC,2018,SDN,2
Africa,Northern Africa,Sudan,UNFCCC,2019,SDN,1
Africa,Northern Africa,Sudan,UNFPA,2018,SDN,34
Africa,Northern Africa,Sudan,UNFPA,2019,SDN,29
Africa,Northern Africa,Sudan,UNHCR,2018,SDN,472
Africa,Northern Africa,Sudan,UNHCR,2019,SDN,463
Africa,Northern Africa,Sudan,UNICEF,2018,SDN,220
Africa,Northern Africa,Sudan,UNICEF,2019,SDN,231
Africa,Northern Africa,Sudan,UNIDO,2018,SDN,5
Africa,Northern Africa,Sudan,UNIDO,2019,SDN,6
Africa,Northern Africa,Sudan,UNOPS,2018,SDN,2
Africa,Northern Africa,Sudan,UNOPS,2019,SDN,2
Africa,Northern Africa,Sudan,UPU,2018,SDN,1
Africa,Northern Africa,Sudan,UPU,2019,SDN,1
Africa,Northern Africa,Sudan,WFP,2018,SDN,357
Africa,Northern Africa,Sudan,WFP,2019,SDN,355
Africa,Northern Africa,Sudan,WHO,2018,SDN,85
Africa,Northern Africa,Sudan,WHO,2019,SDN,84
Africa,Northern Africa,Sudan,WIPO,2019,SDN,1
Africa,Northern Africa,Tunisia,CTBTO,2018,TUN,4
Africa,Northern Africa,Tunisia,CTBTO,2019,TUN,3
Africa,Northern Africa,Tunisia,FAO,2018,TUN,21
Africa,Northern Africa,Tunisia,FAO,2019,TUN,20
Africa,Northern Africa,Tunisia,IAEA,2018,TUN,7
Africa,Northern Africa,Tunisia,IAEA,2019,TUN,8
Africa,Northern Africa,Tunisia,ICAO,2018,TUN,8
Africa,Northern Africa,Tunisia,ICAO,2019,TUN,7
Africa,Northern Africa,Tunisia,IFAD,2018,TUN,4
Africa,Northern Africa,Tunisia,IFAD,2019,TUN,5
Africa,Northern Africa,Tunisia,ILO,2018,TUN,42
Africa,Northern Africa,Tunisia,ILO,2019,TUN,48
Africa,Northern Africa,Tunisia,IMO,2018,TUN,1
Africa,Northern Africa,Tunisia,IMO,2019,TUN,3
Africa,Northern Africa,Tunisia,IOM,2018,TUN,19
Africa,Northern Africa,Tunisia,IOM,2019,TUN,36
Africa,Northern Africa,Tunisia,ITC,2018,TUN,3
Africa,Northern Africa,Tunisia,ITC,2019,TUN,3
Africa,Northern Africa,Tunisia,ITCILO,2018,TUN,1
Africa,Northern Africa,Tunisia,ITCILO,2019,TUN,1
Africa,Northern Africa,Tunisia,ITU,2018,TUN,13
Africa,Northern Africa,Tunisia,ITU,2019,TUN,12
Africa,Northern Africa,Tunisia,UN,2018,TUN,90
Africa,Northern Africa,Tunisia,UN,2019,TUN,112
Africa,Northern Africa,Tunisia,UN WOMEN,2018,TUN,3
Africa,Northern Africa,Tunisia,UN WOMEN,2019,TUN,1
Africa,Northern Africa,Tunisia,UNAIDS,2018,TUN,1
Africa,Northern Africa,Tunisia,UNAIDS,2019,TUN,1
Africa,Northern Africa,Tunisia,UNDP,2018,TUN,27
Africa,Northern Africa,Tunisia,UNDP,2019,TUN,31
Africa,Northern Africa,Tunisia,UNESCO,2018,TUN,21
Africa,Northern Africa,Tunisia,UNESCO,2019,TUN,22
Africa,Northern Africa,Tunisia,UNFPA,2018,TUN,16
Africa,Northern Africa,Tunisia,UNFPA,2019,TUN,13
Africa,Northern Africa,Tunisia,UNHCR,2018,TUN,30
Africa,Northern Africa,Tunisia,UNHCR,2019,TUN,36
Africa,Northern Africa,Tunisia,UNICEF,2018,TUN,41
Africa,Northern Africa,Tunisia,UNICEF,2019,TUN,40
Africa,Northern Africa,Tunisia,UNIDO,2018,TUN,4
Africa,Northern Africa,Tunisia,UNIDO,2019,TUN,3
Africa,Northern Africa,Tunisia,UNJSPF,2018,TUN,1
Africa,Northern Africa,Tunisia,UNJSPF,2019,TUN,3
Africa,Northern Africa,Tunisia,UNOPS,2018,TUN,6
Africa,Northern Africa,Tunisia,UNOPS,2019,TUN,5
Africa,Northern Africa,Tunisia,UNRWA,2018,TUN,1
Africa,Northern Africa,Tunisia,UNRWA,2019,TUN,1
Africa,Northern Africa,Tunisia,UPU,2018,TUN,2
Africa,Northern Africa,Tunisia,UPU,2019,TUN,2
Africa,Northern Africa,Tunisia,WFP,2018,TUN,10
Africa,Northern Africa,Tunisia,WFP,2019,TUN,10
Africa,Northern Africa,Tunisia,WHO,2018,TUN,50
Africa,Northern Africa,Tunisia,WHO,2019,TUN,51
Africa,Northern Africa,Tunisia,WIPO,2018,TUN,10
Africa,Northern Africa,Tunisia,WIPO,2019,TUN,10
Africa,Sub-Saharan Africa,Angola,FAO,2018,AGO,12
Africa,Sub-Saharan Africa,Angola,FAO,2019,AGO,11
Africa,Sub-Saharan Africa,Angola,ICAO,2018,AGO,1
Africa,Sub-Saharan Africa,Angola,ICAO,2019,AGO,1
Africa,Sub-Saharan Africa,Angola,IFAD,2018,AGO,1
Africa,Sub-Saharan Africa,Angola,IFAD,2019,AGO,1
Africa,Sub-Saharan Africa,Angola,ILO,2018,AGO,1
Africa,Sub-Saharan Africa,Angola,UN,2018,AGO,11
Africa,Sub-Saharan Africa,Angola,UN,2019,AGO,14
Africa,Sub-Saharan Africa,Angola,UNAIDS,2018,AGO,2
Africa,Sub-Saharan Africa,Angola,UNAIDS,2019,AGO,2
Africa,Sub-Saharan Africa,Angola,UNDP,2018,AGO,16
Africa,Sub-Saharan Africa,Angola,UNDP,2019,AGO,16
Africa,Sub-Saharan Africa,Angola,UNESCO,2018,AGO,1
Africa,Sub-Saharan Africa,Angola,UNESCO,2019,AGO,1
Africa,Sub-Saharan Africa,Angola,UNFPA,2018,AGO,6
Africa,Sub-Saharan Africa,Angola,UNFPA,2019,AGO,7
Africa,Sub-Saharan Africa,Angola,UNHCR,2018,AGO,21
Africa,Sub-Saharan Africa,Angola,UNHCR,2019,AGO,24
Africa,Sub-Saharan Africa,Angola,UNICEF,2018,AGO,35
Africa,Sub-Saharan Africa,Angola,UNICEF,2019,AGO,38
Africa,Sub-Saharan Africa,Angola,WFP,2018,AGO,5
Africa,Sub-Saharan Africa,Angola,WFP,2019,AGO,6
Africa,Sub-Saharan Africa,Angola,WHO,2018,AGO,45
Africa,Sub-Saharan Africa,Angola,WHO,2019,AGO,36
Africa,Sub-Saharan Africa,Benin,FAO,2018,BEN,14
Africa,Sub-Saharan Africa,Benin,FAO,2019,BEN,13
Africa,Sub-Saharan Africa,Benin,ICJ,2019,BEN,1
Africa,Sub-Saharan Africa,Benin,ICSC,2019,BEN,1
Africa,Sub-Saharan Africa,Benin,IFAD,2018,BEN,4
Africa,Sub-Saharan Africa,Benin,IFAD,2019,BEN,6
Africa,Sub-Saharan Africa,Benin,ILO,2018,BEN,8
Africa,Sub-Saharan Africa,Benin,ILO,2019,BEN,10
Africa,Sub-Saharan Africa,Benin,IOM,2018,BEN,1
Africa,Sub-Saharan Africa,Benin,IOM,2019,BEN,2
Africa,Sub-Saharan Africa,Benin,ITC,2018,BEN,2
Africa,Sub-Saharan Africa,Benin,ITC,2019,BEN,2
Africa,Sub-Saharan Africa,Benin,ITU,2018,BEN,2
Africa,Sub-Saharan Africa,Benin,ITU,2019,BEN,2
Africa,Sub-Saharan Africa,Benin,UN,2018,BEN,78
Africa,Sub-Saharan Africa,Benin,UN,2019,BEN,83
Africa,Sub-Saharan Africa,Benin,UN WOMEN,2018,BEN,3
Africa,Sub-Saharan Africa,Benin,UN WOMEN,2019,BEN,2
Africa,Sub-Saharan Africa,Benin,UNAIDS,2018,BEN,9
Africa,Sub-Saharan Africa,Benin,UNAIDS,2019,BEN,9
Africa,Sub-Saharan Africa,Benin,UNDP,2018,BEN,51
Africa,Sub-Saharan Africa,Benin,UNDP,2019,BEN,51
Africa,Sub-Saharan Africa,Benin,UNESCO,2018,BEN,14
Africa,Sub-Saharan Africa,Benin,UNESCO,2019,BEN,15
Africa,Sub-Saharan Africa,Benin,UNFCC,2018,BEN,2
Africa,Sub-Saharan Africa,Benin,UNFCCC,2019,BEN,1
Africa,Sub-Saharan Africa,Benin,UNFPA,2018,BEN,30
Africa,Sub-Saharan Africa,Benin,UNFPA,2019,BEN,31
Africa,Sub-Saharan Africa,Benin,UNHCR,2018,BEN,30
Africa,Sub-Saharan Africa,Benin,UNHCR,2019,BEN,30
Africa,Sub-Saharan Africa,Benin,UNICEF,2018,BEN,86
Africa,Sub-Saharan Africa,Benin,UNICEF,2019,BEN,98
Africa,Sub-Saharan Africa,Benin,UNIDO,2019,BEN,1
Africa,Sub-Saharan Africa,Benin,UNJSPF,2018,BEN,1
Africa,Sub-Saharan Africa,Benin,UNJSPF,2019,BEN,1
Africa,Sub-Saharan Africa,Benin,UNOPS,2019,BEN,1
Africa,Sub-Saharan Africa,Benin,WFP,2018,BEN,21
Africa,Sub-Saharan Africa,Benin,WFP,2019,BEN,25
Africa,Sub-Saharan Africa,Benin,WHO,2018,BEN,34
Africa,Sub-Saharan Africa,Benin,WHO,2019,BEN,40
Africa,Sub-Saharan Africa,Benin,WIPO,2018,BEN,2
Africa,Sub-Saharan Africa,Benin,WIPO,2019,BEN,3
Africa,Sub-Saharan Africa,Benin,WMO,2018,BEN,1
Africa,Sub-Saharan Africa,Botswana,FAO,2018,BWA,1
Africa,Sub-Saharan Africa,Botswana,FAO,2019,BWA,2
Africa,Sub-Saharan Africa,Botswana,IAEA,2018,BWA,1
Africa,Sub-Saharan Africa,Botswana,IAEA,2019,BWA,1
Africa,Sub-Saharan Africa,Botswana,ILO,2018,BWA,2
Africa,Sub-Saharan Africa,Botswana,ILO,2019,BWA,2
Africa,Sub-Saharan Africa,Botswana,IOM,2018,BWA,1
Africa,Sub-Saharan Africa,Botswana,IOM,2019,BWA,1
Africa,Sub-Saharan Africa,Botswana,ITU,2018,BWA,1
Africa,Sub-Saharan Africa,Botswana,ITU,2019,BWA,1
Africa,Sub-Saharan Africa,Botswana,UN,2018,BWA,16
Africa,Sub-Saharan Africa,Botswana,UN,2019,BWA,18
Africa,Sub-Saharan Africa,Botswana,UNAIDS,2018,BWA,5
Africa,Sub-Saharan Africa,Botswana,UNAIDS,2019,BWA,5
Africa,Sub-Saharan Africa,Botswana,UNDP,2018,BWA,22
Africa,Sub-Saharan Africa,Botswana,UNDP,2019,BWA,21
Africa,Sub-Saharan Africa,Botswana,UNESCO,2018,BWA,2
Africa,Sub-Saharan Africa,Botswana,UNESCO,2019,BWA,4
Africa,Sub-Saharan Africa,Botswana,UNFPA,2018,BWA,10
Africa,Sub-Saharan Africa,Botswana,UNFPA,2019,BWA,13
Africa,Sub-Saharan Africa,Botswana,UNHCR,2018,BWA,2
Africa,Sub-Saharan Africa,Botswana,UNICEF,2018,BWA,20
Africa,Sub-Saharan Africa,Botswana,UNICEF,2019,BWA,21
Africa,Sub-Saharan Africa,Botswana,WFP,2018,BWA,1
Africa,Sub-Saharan Africa,Botswana,WFP,2019,BWA,1
Africa,Sub-Saharan Africa,Botswana,WHO,2018,BWA,17
Africa,Sub-Saharan Africa,Botswana,WHO,2019,BWA,16
Africa,Sub-Saharan Africa,Burkina Faso,CTBTO,2018,BFA,1
Africa,Sub-Saharan Africa,Burkina Faso,CTBTO,2019,BFA,2
Africa,Sub-Saharan Africa,Burkina Faso,FAO,2018,BFA,17
Africa,Sub-Saharan Africa,Burkina Faso,FAO,2019,BFA,18
Africa,Sub-Saharan Africa,Burkina Faso,IAEA,2018,BFA,6
Africa,Sub-Saharan Africa,Burkina Faso,IAEA,2019,BFA,5
Africa,Sub-Saharan Africa,Burkina Faso,ICAO,2018,BFA,3
Africa,Sub-Saharan Africa,Burkina Faso,ICAO,2019,BFA,3
Africa,Sub-Saharan Africa,Burkina Faso,ICJ,2019,BFA,2
Africa,Sub-Saharan Africa,Burkina Faso,IFAD,2018,BFA,4
Africa,Sub-Saharan Africa,Burkina Faso,IFAD,2019,BFA,4
Africa,Sub-Saharan Africa,Burkina Faso,ILO,2018,BFA,5
Africa,Sub-Saharan Africa,Burkina Faso,ILO,2019,BFA,7
Africa,Sub-Saharan Africa,Burkina Faso,IOM,2018,BFA,1
Africa,Sub-Saharan Africa,Burkina Faso,IOM,2019,BFA,2
Africa,Sub-Saharan Africa,Burkina Faso,ITC,2018,BFA,1
Africa,Sub-Saharan Africa,Burkina Faso,ITC,2019,BFA,1
Africa,Sub-Saharan Africa,Burkina Faso,ITLOS,2018,BFA,1
Africa,Sub-Saharan Africa,Burkina Faso,ITU,2018,BFA,3
Africa,Sub-Saharan Africa,Burkina Faso,ITU,2019,BFA,2
Africa,Sub-Saharan Africa,Burkina Faso,PAHO,2019,BFA,1
Africa,Sub-Saharan Africa,Burkina Faso,UN,2018,BFA,78
Africa,Sub-Saharan Africa,Burkina Faso,UN,2019,BFA,82
Africa,Sub-Saharan Africa,Burkina Faso,UNAIDS,2018,BFA,6
Africa,Sub-Saharan Africa,Burkina Faso,UNAIDS,2019,BFA,6
Africa,Sub-Saharan Africa,Burkina Faso,UNDP,2018,BFA,37
Africa,Sub-Saharan Africa,Burkina Faso,UNDP,2019,BFA,36
Africa,Sub-Saharan Africa,Burkina Faso,UNESCO,2018,BFA,7
Africa,Sub-Saharan Africa,Burkina Faso,UNESCO,2019,BFA,7
Africa,Sub-Saharan Africa,Burkina Faso,UNFCC,2018,BFA,2
Africa,Sub-Saharan Africa,Burkina Faso,UNFCCC,2019,BFA,1
Africa,Sub-Saharan Africa,Burkina Faso,UNFPA,2018,BFA,36
Africa,Sub-Saharan Africa,Burkina Faso,UNFPA,2019,BFA,33
Africa,Sub-Saharan Africa,Burkina Faso,UNHCR,2018,BFA,56
Africa,Sub-Saharan Africa,Burkina Faso,UNHCR,2019,BFA,59
Africa,Sub-Saharan Africa,Burkina Faso,UNICEF,2018,BFA,120
Africa,Sub-Saharan Africa,Burkina Faso,UNICEF,2019,BFA,134
Africa,Sub-Saharan Africa,Burkina Faso,UNIDO,2018,BFA,1
Africa,Sub-Saharan Africa,Burkina Faso,UNJSPF,2018,BFA,1
Africa,Sub-Saharan Africa,Burkina Faso,UNJSPF,2019,BFA,1
Africa,Sub-Saharan Africa,Burkina Faso,UNOPS,2019,BFA,1
Africa,Sub-Saharan Africa,Burkina Faso,UPU,2018,BFA,1
Africa,Sub-Saharan Africa,Burkina Faso,UPU,2019,BFA,1
Africa,Sub-Saharan Africa,Burkina Faso,WFP,2018,BFA,39
Africa,Sub-Saharan Africa,Burkina Faso,WFP,2019,BFA,52
Africa,Sub-Saharan Africa,Burkina Faso,WHO,2018,BFA,77
Africa,Sub-Saharan Africa,Burkina Faso,WHO,2019,BFA,81
